#DASH Flow Data
#--------------------------------------------------------
#BMI DASH SN:   0
#BMI SEMS SN:   0
#--------------------------------------------------------
#DOY.Frac	YYYY	Secs	DO_Sh	DO_Smp	DO_Press	DO_Ht_T	DO_Ht_Pwr	DO_Fl_T	DO_X_T	HO_Sh_D_Fl	HO_Sh	HO_Smp	HO_Press	HO_RH	HO_T	HO_Ht_T	HO_Ht_Pwr	HO_Fl_T	HO_X_T	HO_DP_Cl	HO_DP_Lk	HM_Sh_D_Fl	HM_Sh	HM_Xs	HM_Smp_Xs	HM_Press	HM_RH	HM_T	HM_Ht_T	HM_Ht_Pwr	HM_Fl_T	HM_X_T	HM_DP_Cl	HM_DP_Lk	H2O_T	H2O_Pwr	H2O_Lvl	H2O_Cnt
 95.3876840	2024	20.4	0.60	0.060	650	40.6	0	21.3	-9.2	0.12	0.60	0.062	5527	82.7	20.8	40.5	0	20.9	-9.3	1	1	2.51	7.96	7.93	0.50	5475	79.5	20.5	40.1	160	21.5	-9.3	1	0	23.7	75	0	531426
 95.3876956	2024	21.4	0.60	0.059	651	40.5	0	21.3	-9.2	0.12	0.59	0.063	5527	82.8	20.8	40.6	0	20.9	-9.3	1	1	2.51	7.95	7.93	0.50	5477	79.3	20.4	40.1	160	21.5	-9.3	1	0	23.7	74	0	531627
 95.3877072	2024	22.4	0.60	0.055	651	40.5	0	21.3	-9.2	0.12	0.59	0.064	5527	82.7	20.8	40.6	0	20.9	-9.3	1	1	2.51	7.95	7.93	0.50	5477	79.1	20.4	40.1	160	21.5	-9.3	1	0	23.7	75	0	531826
 95.3877188	2024	23.4	0.60	0.052	651	40.5	0	21.3	-9.2	0.12	0.59	0.065	5529	82.8	20.8	40.6	0	20.9	-9.3	1	1	2.51	7.97	7.93	0.50	5479	79.1	20.5	40.1	160	21.5	-9.3	1	0	23.7	74	0	532027
 95.3877303	2024	24.4	0.60	0.051	651	40.5	0	21.3	-9.2	0.12	0.58	0.064	5531	82.8	20.8	40.6	0	20.9	-9.3	1	1	2.51	7.97	7.93	0.50	5479	79.2	20.4	40.2	0	21.5	-9.3	1	0	23.7	75	0	532226
 95.3877419	2024	25.4	0.61	0.052	651	40.5	0	21.3	-9.2	0.12	0.59	0.062	5533	82.8	20.8	40.6	0	20.9	-9.3	1	1	2.51	7.99	7.93	0.50	5481	79.3	20.4	40.2	0	21.5	-9.3	1	0	23.7	75	0	532426
 95.3877535	2024	26.4	0.60	0.051	651	40.5	0	21.3	-9.2	0.12	0.58	0.059	5533	82.9	20.8	40.6	0	20.9	-9.3	1	1	2.51	7.96	7.93	0.50	5481	79.5	20.4	40.3	0	21.5	-9.3	1	0	23.7	74	0	532627
 95.3877650	2024	27.4	0.60	0.049	651	40.5	0	21.3	-9.2	0.12	0.59	0.056	5535	82.9	20.8	40.6	0	20.9	-9.3	1	1	2.51	7.96	7.94	0.50	5481	79.9	20.4	40.3	0	21.5	-9.3	1	0	23.7	74	0	532827
 95.3877766	2024	28.4	0.61	0.051	651	40.4	0	21.3	-9.2	0.12	0.59	0.054	5536	82.9	20.8	40.6	0	20.9	-9.3	1	1	2.51	7.97	7.93	0.50	5482	80.1	20.5	40.4	0	21.5	-9.3	1	0	23.7	75	0	533026
 95.3877882	2024	29.4	0.61	0.056	651	40.4	0	21.3	-9.2	0.12	0.59	0.052	5536	82.9	20.8	40.5	0	20.9	-9.3	1	1	2.51	7.97	7.93	0.50	5482	80.6	20.7	40.5	0	21.5	-9.3	1	0	23.7	74	0	533227
 95.3877998	2024	30.4	0.61	0.059	651	40.4	0	21.3	-9.2	0.12	0.60	0.052	5536	82.9	20.8	40.5	0	20.9	-9.3	1	1	2.51	7.99	7.93	0.50	5482	80.6	20.5	40.5	0	21.5	-9.3	1	0	23.7	74	0	533427
 95.3878113	2024	31.4	0.61	0.061	651	40.4	0	21.3	-9.2	0.12	0.61	0.051	5536	82.9	20.8	40.5	0	20.9	-9.3	1	1	2.51	7.98	7.93	0.50	5481	80.5	20.5	40.5	0	21.5	-9.3	1	0	23.7	75	0	533626
 95.3878229	2024	32.4	0.61	0.065	651	40.4	0	21.3	-9.2	0.13	0.62	0.053	5536	82.9	20.8	40.5	0	20.9	-9.3	1	1	2.51	7.97	7.93	0.50	5481	80.4	20.5	40.6	0	21.5	-9.3	1	0	23.7	75	0	533826
 95.3878345	2024	33.4	0.61	0.067	651	40.4	0	21.3	-9.2	0.13	0.61	0.054	5535	82.9	20.8	40.5	0	20.9	-9.3	1	1	2.51	7.98	7.93	0.50	5481	80.2	20.5	40.6	0	21.5	-9.3	1	0	23.7	74	0	534027
 95.3878461	2024	34.4	0.61	0.069	651	40.3	0	21.3	-9.2	0.13	0.62	0.058	5533	82.9	20.8	40.5	0	20.9	-9.3	1	1	2.51	7.97	7.93	0.50	5481	79.5	20.5	40.6	0	21.5	-9.3	1	0	23.7	75	0	534226
 95.3878576	2024	35.4	0.61	0.069	651	40.3	0	21.4	-9.2	0.13	0.61	0.061	5531	82.9	20.8	40.5	0	20.9	-9.3	1	1	2.51	7.96	7.93	0.50	5481	79.1	20.5	40.6	0	21.5	-9.3	1	0	23.7	75	0	534426
 95.3878692	2024	36.4	0.60	0.067	651	40.3	0	21.4	-9.2	0.13	0.61	0.065	5529	82.9	20.8	40.5	0	20.9	-9.3	1	1	2.51	7.98	7.93	0.50	5479	78.8	20.5	40.6	0	21.5	-9.3	1	0	23.7	74	0	534627
 95.3878808	2024	37.4	0.61	0.063	651	40.3	0	21.4	-9.2	0.13	0.61	0.067	5529	82.9	20.8	40.4	0	20.9	-9.3	1	1	2.51	7.97	7.93	0.50	5479	78.7	20.5	40.6	0	21.5	-9.3	1	0	23.7	75	0	534826
 95.3878924	2024	38.4	0.61	0.064	651	40.3	0	21.4	-9.2	0.13	0.60	0.068	5529	82.9	20.8	40.4	0	20.9	-9.3	1	1	2.51	7.97	7.93	0.50	5479	78.7	20.5	40.6	0	21.5	-9.3	1	0	23.7	75	0	535026
 95.3879039	2024	39.4	0.61	0.065	651	40.2	0	21.4	-9.2	0.13	0.60	0.069	5529	82.9	20.8	40.4	0	20.9	-9.3	1	1	2.51	7.96	7.93	0.50	5479	78.7	20.5	40.6	0	21.5	-9.3	1	0	23.7	74	0	535227
 95.3879155	2024	40.4	0.60	0.065	651	40.2	0	21.4	-9.2	0.12	0.58	0.068	5529	83.0	20.8	40.4	0	20.9	-9.3	1	1	2.51	7.97	7.93	0.50	5481	79.0	20.5	40.6	0	21.5	-9.3	1	0	23.7	75	0	535426
 95.3879271	2024	41.4	0.61	0.063	651	40.2	0	21.4	-9.2	0.12	0.59	0.066	5531	83.0	20.8	40.4	0	20.9	-9.3	1	1	2.51	7.97	7.93	0.50	5481	79.3	20.5	40.6	0	21.5	-9.3	1	0	23.7	75	0	535626
 95.3879387	2024	42.4	0.60	0.061	651	40.2	0	21.4	-9.2	0.12	0.58	0.062	5533	83.0	20.8	40.3	0	20.9	-9.3	1	1	2.51	7.96	7.93	0.50	5481	79.8	20.6	40.6	0	21.5	-9.3	1	0	23.7	74	0	535827
 95.3879502	2024	43.4	0.61	0.058	651	40.2	0	21.4	-9.2	0.12	0.58	0.059	5533	83.0	20.8	40.3	0	20.9	-9.3	1	1	2.51	7.97	7.93	0.50	5481	80.5	20.8	40.6	0	21.5	-9.3	1	0	23.7	74	0	536027
 95.3879618	2024	44.4	0.60	0.055	651	40.1	160	21.4	-9.2	0.12	0.59	0.054	5535	83.0	20.8	40.3	0	20.9	-9.3	1	1	2.51	7.96	7.93	0.50	5481	80.7	20.5	40.6	0	21.5	-9.3	1	0	23.7	74	0	536227
 95.3879734	2024	45.4	0.60	0.053	651	40.1	160	21.4	-9.2	0.12	0.59	0.052	5536	83.0	20.8	40.3	0	20.9	-9.3	1	1	2.51	7.96	7.93	0.50	5481	80.9	20.5	40.6	0	21.5	-9.3	1	0	23.7	75	0	536426
 95.3879850	2024	46.4	0.61	0.053	651	40.1	160	21.4	-9.2	0.13	0.61	0.051	5535	83.0	20.8	40.3	0	20.9	-9.3	1	1	2.51	7.96	7.93	0.50	5481	80.8	20.5	40.5	0	21.5	-9.3	1	0	23.6	23	0	536626
 95.3879965	2024	47.4	0.61	0.055	651	40.1	160	21.4	-9.2	0.13	0.61	0.050	5536	83.0	20.8	40.3	0	20.9	-9.3	1	1	2.51	7.96	7.94	0.50	5481	80.7	20.5	40.5	0	21.5	-9.3	1	0	23.6	23	0	536826
 95.3880081	2024	48.4	0.60	0.058	651	40.1	160	21.4	-9.2	0.13	0.61	0.056	5536	83.0	20.8	40.2	0	20.9	-9.3	1	1	2.55	7.99	7.93	0.51	5484	80.4	20.5	40.5	0	21.5	-9.3	1	0	23.6	23	0	537026
 95.3880197	2024	49.4	0.60	0.059	651	40.1	160	21.4	-9.2	0.13	0.61	0.060	5536	83.0	20.8	40.2	0	20.9	-9.3	1	1	2.57	8.01	7.93	0.51	5484	79.6	20.5	40.5	0	21.5	-9.3	1	0	23.6	23	0	537226
 95.3880312	2024	50.4	0.60	0.065	652	40.1	160	21.4	-9.2	0.13	0.60	0.068	5538	83.0	20.8	40.2	0	20.9	-9.3	1	1	2.63	8.05	7.92	0.52	5491	79.4	20.5	40.5	0	21.5	-9.3	1	0	23.6	23	0	537426
 95.3880428	2024	51.4	0.60	0.068	652	40.2	0	21.4	-9.2	0.13	0.60	0.073	5540	83.0	20.8	40.2	0	20.9	-9.3	1	1	2.66	8.08	7.93	0.52	5493	79.2	20.5	40.5	0	21.5	-9.3	1	0	23.6	23	0	537626
 95.3880544	2024	52.4	0.60	0.072	652	40.2	0	21.4	-9.2	0.12	0.58	0.075	5544	83.0	20.8	40.2	0	20.9	-9.3	1	1	2.70	8.10	7.93	0.52	5499	79.1	20.5	40.5	0	21.5	-9.3	1	0	23.6	23	0	537826
 95.3880660	2024	53.4	0.60	0.073	652	40.3	0	21.4	-9.2	0.13	0.58	0.075	5549	82.9	20.8	40.1	160	20.9	-9.3	1	1	2.72	8.11	7.93	0.52	5502	79.2	20.5	40.4	0	21.5	-9.3	1	0	23.6	22	0	538027
 95.3880775	2024	54.4	0.59	0.075	653	40.4	0	21.4	-9.2	0.12	0.56	0.073	5554	82.9	20.8	40.1	160	20.9	-9.3	1	1	2.76	8.15	7.93	0.52	5506	79.4	20.5	40.4	0	21.5	-9.3	1	0	23.6	23	0	538226
 95.3880891	2024	55.4	0.60	0.072	653	40.4	0	21.4	-9.2	0.12	0.56	0.066	5558	83.0	20.8	40.1	160	20.9	-9.3	1	1	2.78	8.14	7.94	0.52	5508	79.6	20.5	40.4	0	21.5	-9.3	1	0	23.6	23	0	538426
 95.3881007	2024	56.4	0.60	0.072	653	40.5	0	21.4	-9.2	0.12	0.56	0.059	5563	82.9	20.8	40.1	160	20.9	-9.3	1	1	2.80	8.15	7.93	0.52	5511	80.0	20.7	40.4	0	21.5	-9.3	1	0	23.6	23	0	538626
 95.3881123	2024	57.4	0.60	0.070	653	40.5	0	21.4	-9.2	0.13	0.57	0.050	5569	82.9	20.8	40.1	160	20.9	-9.3	1	1	2.82	8.14	7.94	0.51	5511	80.5	20.8	40.4	0	21.5	-9.3	1	0	23.6	23	0	538826
 95.3881238	2024	58.4	0.59	0.067	654	40.5	0	21.4	-9.2	0.14	0.59	0.043	5572	83.0	20.8	40.1	160	20.9	-9.3	1	1	2.81	8.14	7.94	0.51	5511	80.5	20.5	40.4	0	21.5	-9.3	1	0	23.6	23	0	539026
 95.3881354	2024	59.4	0.60	0.060	654	40.5	0	21.4	-9.2	0.14	0.60	0.035	5574	83.0	20.8	40.1	160	20.9	-9.3	1	1	2.82	8.13	7.94	0.51	5511	80.6	20.5	40.3	0	21.5	-9.3	1	0	23.6	23	0	539226
 95.3881470	2024	60.4	0.59	0.064	654	40.6	0	21.4	-9.2	0.15	0.63	0.043	5574	83.0	20.8	40.2	0	20.9	-9.3	1	1	2.89	8.16	7.94	0.52	5517	80.4	20.6	40.3	0	21.5	-9.3	1	0	23.6	22	0	539427
 95.3881586	2024	61.4	0.59	0.062	654	40.6	0	21.4	-9.2	0.15	0.62	0.050	5574	82.9	20.8	40.2	0	20.9	-9.3	1	1	2.93	8.19	7.94	0.52	5518	80.1	20.6	40.3	0	21.5	-9.3	1	0	23.6	23	0	539626
 95.3881701	2024	62.4	0.60	0.065	655	40.6	0	21.4	-9.2	0.15	0.63	0.058	5574	82.9	20.8	40.3	0	20.9	-9.3	1	1	2.98	8.24	7.94	0.52	5524	79.6	20.5	40.3	0	21.5	-9.3	1	0	23.6	23	0	539826
 95.3881817	2024	63.4	0.60	0.063	655	40.6	0	21.4	-9.2	0.15	0.62	0.062	5576	82.9	20.8	40.4	0	20.9	-9.3	1	1	3.00	8.24	7.95	0.51	5526	79.1	20.5	40.3	0	21.5	-9.3	1	0	23.6	23	0	540026
 95.3881933	2024	64.4	0.60	0.061	655	40.6	0	21.4	-9.2	0.16	0.62	0.063	5576	82.9	20.8	40.4	0	20.9	-9.3	1	1	3.01	8.24	7.94	0.51	5526	78.8	20.5	40.2	0	21.5	-9.3	1	0	23.6	22	0	540227
 95.3882049	2024	65.4	0.60	0.061	655	40.6	0	21.4	-9.2	0.16	0.62	0.065	5578	82.9	20.8	40.5	0	20.9	-9.3	1	1	3.04	8.26	7.95	0.51	5527	78.6	20.5	40.2	0	21.5	-9.3	1	0	23.6	23	0	540426
 95.3882164	2024	66.4	0.60	0.061	655	40.6	0	21.4	-9.2	0.16	0.62	0.065	5578	82.9	20.8	40.5	0	20.9	-9.3	1	1	3.05	8.27	7.95	0.51	5527	78.6	20.6	40.2	0	21.5	-9.3	1	0	23.6	23	0	540626
 95.3882280	2024	67.4	0.60	0.060	655	40.6	0	21.4	-9.2	0.16	0.62	0.063	5580	82.9	20.8	40.6	0	20.9	-9.3	1	1	3.06	8.26	7.95	0.51	5527	78.6	20.6	40.2	0	21.5	-9.3	1	0	23.6	22	0	540827
 95.3882396	2024	68.4	0.59	0.057	656	40.5	0	21.4	-9.2	0.16	0.61	0.062	5581	82.9	20.8	40.6	0	20.9	-9.3	1	1	3.07	8.27	7.94	0.51	5529	78.9	20.8	40.2	0	21.5	-9.3	1	0	23.6	23	0	541026
 95.3882512	2024	69.4	0.60	0.053	656	40.5	0	21.4	-9.2	0.16	0.62	0.060	5581	82.9	20.8	40.6	0	20.9	-9.3	1	1	3.08	8.24	7.94	0.51	5529	78.9	20.6	40.2	0	21.5	-9.3	1	0	23.6	22	0	541227
 95.3882627	2024	70.4	0.59	0.048	656	40.5	0	21.4	-9.2	0.16	0.62	0.058	5583	82.9	20.8	40.6	0	20.9	-9.3	1	1	3.08	8.25	7.95	0.51	5529	79.0	20.6	40.1	160	21.5	-9.3	1	0	23.6	22	0	541427
 95.3882743	2024	71.4	0.60	0.045	656	40.5	0	21.4	-9.2	0.17	0.62	0.055	5583	82.9	20.8	40.6	0	20.9	-9.3	1	1	3.09	8.23	7.94	0.51	5529	79.1	20.6	40.1	160	21.5	-9.3	1	0	23.6	22	0	541627
 95.3882859	2024	72.4	0.59	0.044	656	40.5	0	21.4	-9.2	0.17	0.62	0.055	5583	82.9	20.8	40.6	0	20.9	-9.3	1	1	3.12	8.22	7.93	0.51	5529	79.0	20.6	40.1	160	21.5	-9.3	1	0	23.6	22	0	541827
 95.3882975	2024	73.4	0.60	0.043	656	40.5	0	21.4	-9.2	0.17	0.63	0.055	5585	82.9	20.8	40.6	0	20.9	-9.3	1	1	3.13	8.26	7.94	0.51	5531	78.6	20.5	40.1	160	21.5	-9.3	1	0	23.6	22	0	542027
 95.3883090	2024	74.4	0.60	0.051	656	40.5	0	21.4	-9.2	0.17	0.62	0.062	5587	82.9	20.9	40.6	0	20.9	-9.3	1	1	3.20	8.29	7.92	0.52	5536	78.1	20.5	40.1	160	21.5	-9.3	1	0	23.6	74	0	542227
 95.3883206	2024	75.4	0.60	0.058	656	40.4	0	21.4	-9.2	0.17	0.62	0.066	5587	82.9	20.9	40.6	0	20.9	-9.3	1	1	3.24	8.34	7.93	0.51	5536	77.7	20.5	40.1	160	21.5	-9.3	1	0	23.6	75	0	542426
 95.3883322	2024	76.4	0.60	0.058	656	40.4	0	21.4	-9.2	0.17	0.62	0.065	5589	82.9	20.8	40.6	0	20.9	-9.3	1	1	3.24	8.33	7.94	0.51	5538	77.5	20.5	40.1	160	21.5	-9.3	1	0	23.6	22	0	542627
 95.3883438	2024	77.4	0.60	0.059	656	40.4	0	21.4	-9.2	0.17	0.62	0.065	5590	82.9	20.8	40.6	0	20.9	-9.3	1	1	3.28	8.34	7.94	0.51	5540	77.4	20.5	40.2	0	21.5	-9.3	1	0	23.6	23	0	542826
 95.3883553	2024	78.4	0.60	0.060	656	40.4	0	21.4	-9.2	0.18	0.62	0.063	5592	82.8	20.8	40.6	0	20.9	-9.3	1	1	3.30	8.34	7.94	0.51	5540	77.5	20.5	40.2	0	21.5	-9.3	1	0	23.6	23	0	543026
 95.3883669	2024	79.4	0.60	0.060	656	40.4	0	21.4	-9.2	0.18	0.62	0.058	5592	82.8	20.8	40.6	0	20.9	-9.3	1	1	3.31	8.33	7.94	0.51	5540	77.9	20.8	40.3	0	21.5	-9.3	1	0	23.6	23	0	543226
 95.3883785	2024	80.4	0.60	0.060	656	40.4	0	21.4	-9.2	0.18	0.62	0.054	5594	82.8	20.8	40.6	0	20.9	-9.3	1	1	3.31	8.29	7.95	0.51	5540	78.0	20.6	40.4	0	21.5	-9.3	1	0	23.6	23	0	543426
 95.3883900	2024	81.4	0.60	0.061	656	40.3	0	21.4	-9.2	0.19	0.63	0.050	5594	82.7	20.8	40.6	0	20.9	-9.3	1	1	3.31	8.30	7.93	0.51	5538	78.1	20.5	40.4	0	21.5	-9.3	1	0	23.6	22	0	543627
 95.3884016	2024	82.4	0.61	0.063	656	40.3	0	21.4	-9.2	0.19	0.64	0.048	5594	82.6	20.9	40.5	0	20.9	-9.3	1	1	3.31	8.31	7.93	0.50	5538	78.1	20.5	40.5	0	21.5	-9.3	1	0	23.6	75	0	543826
 95.3884132	2024	83.4	0.60	0.065	656	40.3	0	21.4	-9.2	0.19	0.65	0.048	5594	82.5	20.8	40.5	0	20.9	-9.3	1	1	3.31	8.29	7.93	0.50	5538	78.0	20.6	40.5	0	21.5	-9.3	1	0	23.6	23	0	544026
 95.3884248	2024	84.4	0.60	0.071	656	40.3	0	21.4	-9.2	0.19	0.65	0.053	5592	82.4	20.9	40.5	0	20.9	-9.3	1	1	3.36	8.34	7.93	0.51	5540	77.8	20.6	40.6	0	21.5	-9.3	1	0	23.6	75	0	544226
 95.3884363	2024	85.4	0.60	0.072	656	40.3	0	21.4	-9.2	0.20	0.65	0.058	5592	82.3	20.9	40.5	0	20.9	-9.3	1	1	3.39	8.32	7.93	0.51	5540	77.2	20.6	40.6	0	21.5	-9.3	1	0	23.5	75	0	544426
 95.3884479	2024	86.4	0.59	0.074	656	40.3	0	21.4	-9.2	0.20	0.65	0.063	5592	82.3	20.9	40.5	0	20.9	-9.3	1	1	3.42	8.33	7.93	0.51	5542	76.8	20.6	40.6	0	21.5	-9.3	1	0	23.5	74	0	544627
 95.3884595	2024	87.4	0.60	0.071	656	40.2	0	21.4	-9.2	0.20	0.65	0.065	5592	82.3	20.9	40.5	0	20.9	-9.3	1	1	3.45	8.37	7.93	0.51	5544	76.6	20.6	40.6	0	21.5	-9.3	1	0	23.5	75	0	544826
 95.3884711	2024	88.4	0.60	0.070	656	40.2	0	21.4	-9.2	0.20	0.64	0.065	5592	82.3	20.9	40.5	0	20.9	-9.3	1	1	3.45	8.35	7.93	0.51	5542	76.6	20.6	40.6	0	21.5	-9.3	1	0	23.5	75	0	545026
 95.3884826	2024	89.4	0.60	0.067	656	40.2	0	21.4	-9.2	0.20	0.64	0.063	5592	82.3	20.8	40.4	0	20.9	-9.3	1	1	3.45	8.34	7.93	0.51	5542	76.8	20.8	40.6	0	21.5	-9.3	1	0	23.5	74	0	545227
 95.3884942	2024	90.4	0.59	0.066	657	40.2	0	21.4	-9.2	0.20	0.64	0.065	5594	82.2	20.9	40.4	0	20.9	-9.3	1	1	3.49	8.34	7.93	0.51	5544	76.7	20.6	40.6	0	21.5	-9.3	1	0	23.5	75	0	545426
 95.3885058	2024	91.4	0.59	0.062	657	40.2	0	21.4	-9.2	0.20	0.64	0.064	5594	82.1	20.9	40.4	0	20.9	-9.3	1	1	3.51	8.39	7.93	0.51	5544	76.8	20.6	40.6	0	21.5	-9.3	1	0	23.5	74	0	545627
 95.3885174	2024	92.4	0.60	0.063	657	40.1	160	21.4	-9.2	0.20	0.64	0.064	5596	82.0	20.9	40.4	0	20.9	-9.3	1	1	3.54	8.38	7.93	0.51	5545	76.6	20.6	40.6	0	21.5	-9.3	1	0	23.5	74	0	545827
 95.3885289	2024	93.4	0.60	0.064	657	40.1	160	21.4	-9.2	0.21	0.64	0.062	5596	81.8	20.9	40.4	0	20.9	-9.3	1	1	3.55	8.39	7.93	0.51	5545	76.3	20.6	40.6	0	21.5	-9.3	1	0	23.5	74	0	546027
 95.3885405	2024	94.4	0.60	0.065	657	40.1	160	21.4	-9.2	0.21	0.64	0.060	5598	81.7	20.9	40.3	0	20.9	-9.3	1	1	3.56	8.38	7.94	0.51	5545	75.8	20.6	40.6	0	21.5	-9.3	1	0	23.5	75	0	546226
